Data;Energia elettrica consumata dalla pompa criogneica P200;PT101 Pressione offgas in ingresso al pretrattamento;Valore di recupero percentuale di CO2 dell'impianto;Energia elettrica consumata dalla soffiante V100;EM100 Compressor motor power;Energia elettrica consumata dal compressore V110;Percentuale funzionamento compressore;Energia elettrica consumata dal chiller F400;Energia elettrica consumata dal dissipatore V420;Energia elettrica consumata dal ventilatore V900;Energia elettrica consumata dalla scaldiglia HW203
20/06/2024 02:22:00;;50,184452056885;133,76111602783;365,73076923077;16,299999237061;4538,7058823529;67,75;3724,8095238095;;;
20/06/2024 02:22:10;;50,238708496094;129,66006469727;365,73717948718;16,349999427795;4538,7647058824;68;3724,8571428571;;;
20/06/2024 02:22:20;;50,151901245117;102,38220977783;365,74358974359;16,39999961853;4538,8235294118;68,5;3724,9047619048;;;
20/06/2024 02:22:30;;50,086791992188;139,23712158203;365,75;16,60000038147;4538,8823529412;69;3724,9523809524;;;
20/06/2024 02:22:40;;50,130195617676;116,95139312744;365,75641025641;16,650000572205;4538,9411764706;69,25;3725;;;
20/06/2024 02:22:50;;49,956588745117;95,398162841797;365,76282051282;16,700000762939;4539;69,5;3725,0476190476;;;
20/06/2024 02:23:00;;49,999984741211;97,859550476074;365,76923076923;16,85000038147;4539,0588235294;69,75;3725,0952380952;;;
20/06/2024 02:23:10;;49,956581115723;100,32093811035;365,77564102564;17;4539,1176470588;70;3725,1428571429;;;
20/06/2024 02:23:20;;49,934883117676;107,5139541626;365,78205128205;17,10000038147;4539,1764705882;70,5;3725,1904761905;;;
20/06/2024 02:23:30;;49,999984741211;91,881385803223;365,78846153846;17,299999237061;4539,2352941176;71;3725,2380952381;;;
20/06/2024 02:23:40;;49,967437744141;100,10026550293;365,79487179487;17,25;4539,2941176471;71,333333333333;3725,2857142857;;;
20/06/2024 02:23:50;;49,93489074707;99,834732055664;365,80128205128;17,200000762939;4539,3529411765;71,666666666667;3725,3333333333;;;
20/06/2024 02:24:00;;49,848075866699;94,051719665527;365,80769230769;17,150000572205;4539,4117647059;72;3725,380952381;;;
20/06/2024 02:24:10;;49,85892868042;100,11209869385;365,8141025641;17,10000038147;4539,4705882353;72,25;3725,4285714286;;;
20/06/2024 02:24:20;;49,869781494141;106,17247772217;365,82051282051;17,112500429153;4539,5294117647;72,5;3725,4761904762;;;
20/06/2024 02:24:30;;49,913177490234;115,36392211914;365,82692307692;17,125000476837;4539,5882352941;72,75;3725,5238095238;;;
20/06/2024 02:24:40;;49,848075866699;101,52410125732;365,83333333333;17,137500524521;4539,6470588235;73;3725,5714285714;;;
20/06/2024 02:24:50;;49,956588745117;109,30351257324;365,83974358974;17,150000572205;4539,7058823529;73,5;3725,619047619;;;
20/06/2024 02:25:00;;49,956588745117;118,41165924072;365,84615384615;17,162500619888;4539,7647058824;74;3725,6666666667;;;
20/06/2024 02:25:10;;50,086791992188;109,48394393921;365,85256410256;17,175000667572;4539,8235294118;74,25;3725,7142857143;;;
20/06/2024 02:25:20;;49,978286743164;100,5562286377;365,85897435897;17,187500715256;4539,8823529412;74,5;3725,7619047619;;;
20/06/2024 02:25:30;;49,956588745117;110,30487060547;365,86538461538;17,200000762939;4539,9411764706;74,75;3725,8095238095;;;
20/06/2024 02:25:40;;49,913177490234;119,02898406982;365,87179487179;17,188889609443;4540;75;3725,8571428571;;;
20/06/2024 02:25:50;;49,891479492188;132,6728515625;365,87820512821;17,177778455946;4540,0606060606;75,333333333333;3725,9047619048;;;
20/06/2024 02:26:00;;49,869781494141;109,2071762085;365,88461538462;17,16666730245;4540,1212121212;75,666666666667;3725,9523809524;;;
20/06/2024 02:26:10;;49,869781494141;68,390406608582;365,89102564103;17,155556148953;4540,1818181818;76;3726;;;
20/06/2024 02:26:20;;49,565963745117;27,573637008667;365,89743589744;17,144444995456;4540,2424242424;76,5;3726,0476190476;;;
20/06/2024 02:26:30;;49,739570617676;15,414876937866;365,90384615385;17,13333384196;4540,303030303;77;3726,0952380952;;;
20/06/2024 02:26:40;;49,826385498047;33,134284973145;365,91025641026;17,122222688463;4540,3636363636;77,25;3726,1428571429;;;
20/06/2024 02:26:50;;49,891479492188;18,099943161011;365,91666666667;17,111111534966;4540,4242424242;77,5;3726,1904761905;;;
20/06/2024 02:27:00;;49,782974243164;16,595143643829;365,92307692308;17,10000038147;4540,4848484848;77,75;3726,2380952381;;;
20/06/2024 02:27:10;;49,913177490234;15,090344126647;365,92948717949;17,200000762939;4540,5454545455;78;3726,2857142857;;;
20/06/2024 02:27:20;;49,826385498047;13,585544609465;365,9358974359;17,150000572205;4540,6060606061;78,333333333333;3726,3333333333;;;
20/06/2024 02:27:30;;49,999992370605;12,080745092283;365,94230769231;17,10000038147;4540,6666666667;78,666666666667;3726,380952381;;;
20/06/2024 02:27:40;;49,913177490234;10,575945575101;365,94871794872;17,200000762939;4540,7272727273;79;3726,4285714286;;;197
20/06/2024 02:27:50;;49,956588745117;9,0711460579187;365,95512820513;17,150000572205;4540,7878787879;79,333333333333;3726,4761904762;;;197,00549450549
20/06/2024 02:28:00;;49,913177490234;7,5663465407367;365,96153846154;17,10000038147;4540,8484848485;79,666666666667;3726,5238095238;;;197,01098901099
20/06/2024 02:28:10;;49,999984741211;6,0615470235546;365,96794871795;17,200000762939;4540,9090909091;80;3726,5714285714;;;197,01648351648
20/06/2024 02:28:20;;49,934883117676;4,5567475063726;365,97435897436;17,10000038147;4540,9696969697;80,333333333333;3726,619047619;;;197,02197802198
20/06/2024 02:28:30;;49,956581115723;3,0519479891906;365,98076923077;17,13333384196;4541,0303030303;80,666666666667;3726,6666666667;;;197,02747252747
20/06/2024 02:28:40;;49,999984741211;1,5471484720086;365,98717948718;17,16666730245;4541,0909090909;81;3726,7142857143;;;197,03296703297
20/06/2024 02:28:50;;49,848083496094;0,042348954826593;365,99358974359;17,200000762939;4541,1515151515;81,333333333333;3726,7619047619;;;197,03846153846
20/06/2024 02:29:00;;49,956588745117;0,070571631193161;366;17,150000572205;4541,2121212121;81,666666666667;3726,8095238095;;;197,04395604396
20/06/2024 02:29:10;;49,848083496094;0,049461165443063;366,00598802395;17,10000038147;4541,2727272727;82;3726,8571428571;;;197,04945054945
20/06/2024 02:29:20;;49,826385498047;0,028350699692965;366,0119760479;17,200000762939;4541,3333333333;82,333333333333;3726,9047619048;;;197,05494505495
20/06/2024 02:29:30;;49,913185119629;0,035762082785368;366,01796407186;17,10000038147;4541,3939393939;82,666666666667;3726,9523809524;;;197,06043956044
20/06/2024 02:29:40;;49,869781494141;0,043173465877771;366,02395209581;17;4541,4545454545;83;3727;;;197,06593406593
20/06/2024 02:29:50;;49,934883117676;0,050584848970175;366,02994011976;16,89999961853;4541,5151515152;83,333333333333;3727,0666666667;;;197,07142857143
20/06/2024 02:30:00;;50,043395996094;0,057996232062578;366,03592814371;16,800000190735;4541,5757575758;83,666666666667;3727,1333333333;;;197,07692307692
20/06/2024 02:30:10;;49,999984741211;0,055192705243826;366,04191616766;16,700000762939;4541,6363636364;84;3727,2;;;197,08241758242
20/06/2024 02:30:20;;49,956588745117;0,052389178425074;366,04790419162;16,675000667572;4541,696969697;84,25;3727,2666666667;;;197,08791208791
20/06/2024 02:30:30;;50,108497619629;0,049585651606321;366,05389221557;16,650000572205;4541,7575757576;84,5;3727,3333333333;;;197,09340659341
20/06/2024 02:30:40;;49,999984741211;0,046782124787569;366,05988023952;16,625000476837;4541,8181818182;84,75;3727,4;;;197,0989010989
20/06/2024 02:30:50;;50,086791992188;0,043978597968817;366,06586826347;16,60000038147;4541,8787878788;85;3727,4666666667;;;197,1043956044
20/06/2024 02:31:00;;49,999984741211;0,047468906734139;366,07185628743;16,650000572205;4541,9393939394;85,5;3727,5333333333;;;197,10989010989
20/06/2024 02:31:10;;49,956588745117;0,050959215499461;366,07784431138;16,700000762939;4542;86;3727,6;;;197,11538461538
20/06/2024 02:31:20;;49,999992370605;0,054449524264783;366,08383233533;16,60000038147;4542,0555555556;85,857142857143;3727,6666666667;;;197,12087912088
20/06/2024 02:31:30;;49,913177490234;0,057939833030105;366,08982035928;16,56666692098;4542,1111111111;85,714285714286;3727,7333333333;;;197,12637362637
20/06/2024 02:31:40;;49,934883117676;0,061430141795427;366,09580838323;16,53333346049;4542,1666666667;85,571428571429;3727,8;;;197,13186813187
20/06/2024 02:31:50;;49,934883117676;0,064920450560749;366,10179640719;16,5;4542,2222222222;85,428571428571;3727,8666666667;;;197,13736263736
20/06/2024 02:32:00;;49,869781494141;0,068410759326071;366,10778443114;16,56666692098;4542,2777777778;85,285714285714;3727,9333333333;;;197,14285714286
20/06/2024 02:32:10;;49,826385498047;0,071901068091393;366,11377245509;16,63333384196;4542,3333333333;85,142857142857;3728;;;197,14835164835
20/06/2024 02:32:20;;49,782974243164;0,057438965886831;366,11976047904;16,700000762939;4542,3888888889;85;3728,0666666667;;;197,15384615385
20/06/2024 02:32:30;;49,782981872559;0,04297686368227;366,12574850299;16,60000038147;4542,4444444444;84,5;3728,1333333333;;;197,15934065934
20/06/2024 02:32:40;;49,73957824707;0,038173011814555;366,13173652695;16,5;4542,5;84;3728,2;;;197,16483516484
20/06/2024 02:32:50;;49,696166992188;0,033369159946839;366,1377245509;16,39999961853;4542,5555555556;83,75;3728,2666666667;;;197,17032967033
20/06/2024 02:33:00;;49,652770996094;0,028565308079123;366,14371257485;16,60000038147;4542,6111111111;83,5;3728,3333333333;;;197,17582417582
20/06/2024 02:33:10;;49,696166992188;0,071154125034809;366,1497005988;16,39999961853;4542,6666666667;83,25;3728,4;;;197,18131868132
20/06/2024 02:33:20;;49,674468994141;0,071209900081158;366,15568862275;16,36666615804;4542,7222222222;83;3728,4666666667;;;197,18681318681
20/06/2024 02:33:30;;49,696166992188;0,071265675127506;366,16167664671;16,33333269755;4542,7777777778;82,666666666667;3728,5333333333;;;197,19230769231
20/06/2024 02:33:40;;49,609359741211;0,07141837477684;366,16766467066;16,299999237061;4542,8333333333;82,333333333333;3728,6;;;197,1978021978
20/06/2024 02:33:50;;49,565956115723;0,072322264313698;366,17365269461;16,200000762939;4542,8888888889;82;3728,6666666667;;;197,2032967033
20/06/2024 02:34:00;;49,73957824707;36,104793548584;366,17964071856;15,89999961853;4542,9444444444;81,5;3728,7333333333;;;197,20879120879
20/06/2024 02:34:10;;49,696166992188;47,593421936035;366,18562874251;15,849999904633;4543;81;3728,8;;;197,21428571429
